5.5801563,7.73964,3.5319653,3,3,3,2,2.79759
6.97055,7.527793,5.753611,1,2,3,2,2.43736
2.61301,7.269861,4.5951676,3,1,1,2,3.15098
5.323893,7.904128,5.753611,3,2,2,2,2.87946
5.888589,3.3353724,2.183559,2,2,1,2,3.01981
3.0569534,6.058697,3.2190475,1,3,1,2,3.73781
5.854293,2.5026355,3.7183094,3,2,2,2,4.09488
2.2360396,2.321122,5.275247,1,2,2,2,4.35258
3.4696455,5.25031,2.183559,3,3,1,2,4.69719
4.3589725,3.1090205,7.994449,2,2,1,2,3.40183
2.7406301,2.9202216,6.7661786,2,3,2,2,3.20097
5.981063,7.904128,7.884784,2,3,2,2,2.19376
7.6394978,4.086987,4.8031526,2,3,3,2,8.97326
5.462205,3.416133,7.996332,3,3,2,2,4.09791
5.3211184,3.2681863,7.1577854,2,3,3,2,5.36364
5.981063,5.7827024,5.395015,3,3,2,2,6.62115
2.7406301,2.464844,2.244956,1,3,1,2,4.55944
2.7186441,2.5026355,6.8074245,1,3,1,2,3.38733
5.04667,7.618102,3.8984127,2,3,3,2,47.9517
7.9005184,6.2016516,7.119871,1,2,2,2,3.73707
2.0232165,7.8147793,3.3434453,1,3,1,2,4.94195
6.1723194,2.0010467,4.378873,3,1,1,2,3.52213
6.9680843,2.9551325,4.78063,2,2,2,2,3.8851
5.3211184,2.5026355,3.7183094,1,1,2,2,10.64
4.0804787,7.3031883,3.5173059,3,3,3,2,3.26415
7.503525,3.5102344,4.4772105,3,3,3,2,2.20695
4.2092204,3.0217838,6.7661786,2,2,2,2,3.79941
3.9808211,3.8705132,3.5285623,2,3,3,2,3.18356
5.610321,7.5530024,4.4772105,1,2,3,2,2.79922
7.7002754,6.571801,5.214405,1,3,2,2,2.70801
6.3654737,6.728058,7.994449,3,2,1,2,1.89935
7.1009455,4.8046856,2.713999,3,3,3,2,4.23029
7.1009455,4.8046856,5.96441,2,2,2,2,2.38954
4.2092204,2.786026,4.78063,2,2,2,2,4.12092
3.2335615,3.2681863,3.3195286,2,2,2,2,3.51296
6.9680843,2.9551325,4.78063,2,2,2,2,3.8851
3.2335615,3.2681863,4.216012,2,2,2,2,3.51296
5.241567,3.9914618,4.7379375,2,2,2,2,2.87639
5.1968374,5.3334417,3.5319653,3,3,3,2,3.2506
3.2335615,4.8869348,3.9657967,2,2,2,2,2.34933
3.3856149,3.8555987,4.78063,2,2,2,2,2.97775
3.5728889,2.4811625,5.753611,2,2,2,2,4.62727
4.2082343,5.0571074,4.78063,2,2,2,2,2.27027
4.4831243,4.1367283,3.5173059,3,3,3,2,3.26415
4.4831243,5.2970967,4.3322296,2,2,2,2,2.16741
2.7188907,7.3031883,5.0684366,3,3,3,2,2.2652
4.237544,2.9894753,6.7788815,2,2,2,2,3.84047
4.0804787,7.3031883,3.5173059,3,3,3,2,3.26415
3.2335615,4.8869348,3.5319653,3,3,3,2,3.2506
4.4831243,6.191429,3.5173059,3,3,3,2,3.26415
4.0804787,7.3031883,3.5173059,3,3,3,2,3.26415
4.2082343,5.87181,5.7069936,3,3,3,2,2.01174
6.97055,3.8511226,4.78063,2,2,2,2,2.98121
5.981063,3.8136146,6.223906,2,2,2,2,3.01053
5.729279,7.2127934,4.7621794,1,1,1,2,2.00392
4.2092204,3.0217838,6.7661786,2,2,2,2,3.79941
7.503525,3.5102344,4.4772105,3,3,3,2,2.20695
5.5801563,7.73964,3.5319653,3,3,3,2,2.79759
3.9010515,3.5102344,4.0282583,2,2,2,2,3.27072
3.2335615,3.2681863,4.216012,2,2,2,2,3.02339
7.4920044,6.728058,7.994449,3,2,1,2,1.75042
2.1025028,7.3881826,2.7092237,3,3,3,2,4.23775
6.185257,3.916071,3.362482,2,2,2,2,2.93177
4.1730466,3.916071,3.4856339,3,3,3,2,3.29381
6.6417227,2.975225,2.1149735,2,2,2,2,3.85887
3.4473743,6.56058,4.3114896,3,3,3,2,2.66288
5.653416,4.8615913,5.893105,2,2,2,2,2.36157
5.1010294,2.3453677,2.0362957,1,1,1,2,2.25072
7.9287243,4.409431,2.7092237,3,3,3,2,4.23775
5.653416,2.089612,3.5490844,2,2,2,2,5.49432
5.653416,2.089612,4.9921823,2,2,2,2,5.49432
2.0299425,5.450591,4.967668,1,1,1,2,5.65583
2.8239422,7.773662,2.1474285,3,3,3,2,5.34639
7.2993736,5.3634944,3.0960631,2,2,2,2,2.14058
7.101425,4.409431,3.5490844,2,2,2,2,2.60374
5.653416,2.8243947,6.601101,2,2,2,2,4.06494
2.753467,2.9214625,4.3114896,2,2,2,2,3.92988
5.430359,4.921647,7.994449,2,2,2,2,2.33276
2.675056,5.450591,6.5929766,2,2,2,2,2.10638
5.498231,2.9214625,5.6582136,2,2,2,2,3.92988
3.4473743,4.3737984,4.967668,2,2,2,2,2.62495
2.3414967,5.4478216,6.509389,2,2,2,2,2.10745
6.6231923,2.975225,2.1149735,2,2,2,2,3.85887
5.9489055,2.6077263,7.994449,2,2,2,2,4.40269
7.9287243,4.409431,7.994449,3,1,1,2,1.86373
7.4920044,7.7646356,7.994449,3,1,1,2,1.98052
6.9680843,6.728058,7.994449,3,2,1,2,1.80941
4.520997,5.696418,6.707785,2,2,2,2,2.01548
3.4473743,3.491136,4.3114896,2,2,2,2,3.28861
5.430359,2.2080436,4.0173454,2,2,2,2,5.19963
7.4920044,6.728058,7.994449,3,2,1,2,1.75042
7.101425,4.409431,3.5490844,2,2,2,2,2.60374
6.185257,3.916071,3.362482,2,2,2,2,2.93177
4.1730466,3.916071,3.4856339,3,3,3,2,3.29381
6.6417227,2.975225,2.1149735,2,2,2,2,3.85887
3.4473743,3.491136,4.3114896,2,2,2,2,3.28861
5.653416,2.8243947,6.601101,2,2,2,2,4.06494
3.4473743,6.56058,4.3114896,3,3,3,2,2.66288
5.1010294,2.3453677,2.0362957,1,1,1,2,2.25072
2.1025028,7.3881826,2.7092237,3,3,3,2,4.23775
7.9287243,4.409431,2.7092237,3,3,3,2,4.23775
2.0299425,5.450591,4.967668,1,1,1,2,5.65583
5.653416,2.089612,4.9921823,2,2,2,2,5.49432
5.653416,2.089612,3.5490844,2,2,2,2,5.49432
7.2993736,5.3634944,3.0960631,2,2,2,2,2.14058
5.498231,2.9214625,5.6582136,2,2,2,2,3.92988
5.430359,4.921647,7.994449,2,2,2,2,2.33276
2.675056,5.450591,6.5929766,2,2,2,2,2.10638
6.6231923,2.975225,2.1149735,2,2,2,2,3.85887
2.753467,2.9214625,4.3114896,2,2,2,2,3.92988
3.4473743,4.3737984,4.967668,2,2,2,2,2.62495
2.3414967,5.4478216,6.509389,2,2,2,2,2.10745
3.6333323,2.2080436,4.0173454,2,2,2,2,5.19963
5.653416,4.8615913,5.893105,2,2,2,2,2.36157
7.4920044,7.7646356,7.994449,3,1,1,2,1.98052
7.9287243,4.409431,7.994449,3,1,1,2,1.86373
6.9680843,6.728058,7.994449,3,2,1,2,1.80941
4.520997,5.696418,6.707785,2,2,2,2,2.01548
5.430359,2.2080436,4.0173454,2,2,2,2,5.19963
2.8239422,7.773662,2.1474285,3,3,3,2,5.34639
7.4920044,6.728058,7.994449,3,2,1,2,1.75042
6.6231923,2.975225,2.1149735,2,2,2,2,3.85887
7.9287243,4.409431,2.7092237,3,3,3,2,4.23775
2.223301,2.6972075,3.4856339,3,3,3,2,3.29381
2.8239422,7.773662,2.1474285,3,3,3,2,5.34639
5.653416,2.8243947,6.601101,2,2,2,2,4.06494
3.4473743,6.56058,4.3114896,3,3,3,2,2.66288
7.101425,4.409431,3.5490844,2,2,2,2,2.60374
5.1010294,2.3453677,2.0362957,1,1,1,2,2.25072
2.1025028,7.3881826,2.7092237,3,3,3,2,4.23775
5.653416,2.089612,4.9921823,2,2,2,2,5.49432
